donorID,proba_donation
134242,0.007429892038363548
126503,0.027765785165675468
104392,0.04501304206255557
105905,0.020599121280359255
120506,0.0076789598131825326
128540,0.05468116954656735
126159,0.04286892917965646
141462,0.045331381568420495
140682,0.1621726759512104
133551,0.0485415293839326
102019,0.02238592052707394
105175,0.017752204802677835
111013,0.268225298923757
144019,0.06191955569218791
131199,0.00685762638139328
142468,0.012766206628695832
121937,0.1108326290427264
107681,0.005497606077348078
113805,0.0389782787641392
112360,0.03288952998824566
114420,0.014428520980629769
135378,0.005027920497470683
138381,0.015418661043706485
133011,0.015697601000716224
136120,0.032188310059571436
105054,0.0042881964744446175
110537,0.009682414394159065
143137,0.037575939886056044
133273,0.013770773867769204
124016,0.019264479801180644
109613,0.051555097087823756
125090,0.012528474760594191
134162,0.004290121755178216
102042,0.03646526435549256
136934,0.011671734404648137
126262,0.027781970372970668
113933,0.10675143304265385
119380,0.026968214957586407
100249,0.04590763585539116
117440,0.02514781436238277
131283,0.00868655496702942
139543,0.011926158257097488
111228,0.12920773083120324
135548,0.00503338753428161
104585,0.02297064250177765
102087,0.12624516175544334
126860,0.02431028545275292
120710,0.0385604533316223
142371,0.010507525008537012
125901,0.02478845913648799
132052,0.06170194430046535
110640,0.0078115264333073415
121011,0.11182939128245252
110607,0.006972161426390287
112443,0.01059289662344063
110218,0.05143766635455314
110015,0.004759990410959918
127700,0.041657790959956045
114247,0.030993825524293594
122641,0.02607255622892654
123227,0.031496169780033216
103057,0.004883089071630507
138110,0.009470657606989567
103992,0.010048088429763229
139274,0.018709479706052634
133143,0.018100238123796925
140608,0.03481549716462018
137320,0.07588896253652973
120195,0.05671064750025465
144652,0.01484134512441382
135074,0.08396210754341679
120797,0.04238000480956133
137241,0.016754182425268556
123448,0.03185867638420123
127181,0.003921987832635646
143400,0.02828938152408085
133585,0.01967657051108223
129281,0.012678189127795229
106420,0.005759165720743162
120310,0.013886428396134083
100875,0.017823985440164454
129379,0.022872428517492462
129171,0.04736404753652106
135592,0.013977089167224416
134625,0.015837016827476135
101112,0.004342635302941784
115541,0.014257755714704135
117581,0.02603823307622657
105378,0.013828310000137432
102661,0.012098087159406782
107960,0.025664051876424867
122968,0.003090040156933943
120026,0.014005034595003149
122244,0.038607400131924506
128645,0.026114600389146946
133355,0.004752136239011216
115905,0.0997659120883528
117502,0.011615660719262136
116338,0.03231659199332789
127497,0.22405281788880252
125673,0.01306277936462337
114453,0.09780554999079824
123338,0.020672682315367133
143900,0.037141210415514034
132439,0.08675045931872997
109393,0.04687687227570443
128763,0.013986828079957214
133177,0.01833899197730137
124227,0.0026235871480380065
110430,0.015162470736525515
126070,0.07633305913612289
103038,0.0029749156898741047
140029,0.06330152295340226
125784,0.0493817081235898
123829,0.018912483067769048
100711,0.0533106153818871
104178,0.01511177609918685
127045,0.035797989795089
109694,0.16075285550276128
122069,0.029963090450448975
106310,0.010726937867293063
122041,0.06162193761921467
115706,0.008279894376778054
113290,0.014732145226982988
100556,0.06924146227793902
133029,0.01238211230723986
139558,0.0346568915808979
130931,0.012649229802367597
142127,0.005142433178379956
116669,0.08182436267111486
119194,0.004883999273993871
130875,0.06228962251336217
135370,0.023173023078979317
116520,0.0753250607645365
139370,0.06591598820961117
127695,0.030129467737580812
117497,0.08279350234976998
109328,0.00754408589685472
122865,0.005528681330575749
113674,0.03811959072124115
139537,0.04881133960314118
138496,0.04916200205494969
136521,0.010569774835054845
130420,0.006464780183104274
106548,0.012354339590715564
115251,0.002738371933811743
135629,0.007097309810513101
115788,0.027073274869499446
135068,0.032775306342798155
124642,0.016412602202990175
134467,0.004915846349459022
122703,0.15791588326951722
131575,0.059576424408761576
129204,0.02166960798237112
102874,0.011850617205094846
109978,0.009397098241372427
111174,0.008834135592456539
133071,0.06509425688324585
100789,0.12262819488464749
108569,0.03346795101603607
101757,0.008210163050117538
143951,0.01339112003709671
107102,0.04872548141912118
111014,0.018925145489065494
137752,0.007564621106031302
144358,0.24380331283921391
124514,0.004420591020400305
103311,0.013687323897980047
144060,0.004544009180512782
128133,0.020739795851511096
101994,0.006008495648938708
136426,0.07684063654832794
128219,0.07267518059677607
104928,0.010604085134241497
138999,0.031660155674778465
118484,0.008357417161099523
118000,0.019662890086868546
113192,0.034035561383674674
143537,0.006465155463318745
113080,0.01322528924981984
112140,0.014779931739508789
135345,0.02801506467638534
137972,0.004524540182395686
114553,0.053486659619883054
136775,0.06283016331991823
144146,0.012615085074279215
142829,0.009938597871401974
130339,0.20746002072776984
142848,0.007446436704591543
131863,0.01627819662415504
104526,0.009676986078690896
105255,0.10785065330090027
115762,0.009475613119730268
112460,0.010760882508837498
119099,0.06276784418885407
119667,0.008233271455124246
100511,0.012804516856041148
127449,0.004035168635340441
139447,0.020772659329960787
139738,0.08978046021339622
101287,0.0402147079972562
116260,0.01733091726063432
137623,0.014707886605952179
133160,0.16044117799642296
135925,0.29342664714249
116988,0.01262029052375474
117021,0.0857294809479543
122096,0.016737615380358523
116670,0.018795587996961648
101433,0.015728871103985097
118574,0.03216694084236404
120340,0.022642989378128215
137092,0.02324622549965786
134262,0.021390788140613976
121195,0.02815227332341091
101716,0.0059980853657494795
108156,0.028631984522346846
137366,0.02595739957254789
133589,0.052192914532952134
105570,0.008509248305434229
132894,0.013322450432993491
125068,0.11612292304358368
105218,0.0049631894598159655
105087,0.01201556544937823
107054,0.045916977712232826
100637,0.014338306564536312
137591,0.018687103948563873
143280,0.10141128498605491
119869,0.0131022995703748
131105,0.014408613535792916
126850,0.1633339208912792
125507,0.12988510876112602
121197,0.018157765667876222
102947,0.07949367833594828
140832,0.03673692383372729
114359,0.0059211253237186285
120529,0.02065355967120911
131698,0.04826012510897571
123433,0.04196359205814461
123831,0.04184960029741079
102523,0.26299826802829845
130942,0.023579357248822944
127266,0.08207708057196972
139997,0.01104079739598194
117958,0.012043080453169772
105075,0.04574778989159842
109244,0.025998508739144013
121524,0.016015661623612003
127012,0.021902890922392542
105939,0.0629232943722635
107578,0.07379898561468418
129093,0.021808280245159274
127255,0.03396583253659095
144403,0.0022165196061759993
131984,0.008625155620227833
128234,0.05197113644699486
111159,0.005250431919216324
120483,0.024609370318163588
106581,0.06215084958569097
135957,0.009491071451496608
129182,0.003437362904539347
136383,0.02639461165568889
106099,0.009150632980860218
114644,0.0025354970546861565
110412,0.0044303099491001825
